30879,2012-09-30,127959.0
15981,2010-10-31,259371.0
35831,2019-08-31,171458.0
35184,2016-02-29,114905.0
15862,2015-04-30,103916.0
45977,2004-06-30,187063.0
6004,2004-10-31,198766.0
43010,2001-02-28,176619.0
11013,2011-09-30,133213.0
24967,2005-05-31,212344.0
55039,2009-11-30,337963.0
33211,1996-04-30,70912.0
30275,2013-04-30,353918.0
53428,2015-01-31,216038.0
206770,2014-08-31,305676.0
17491,2015-03-31,272709.0
52377,2013-01-31,179694.0
3311,2006-11-30,271152.0
17173,2021-03-31,210170.0
207297,2004-10-31,269846.0
14223,2014-06-30,108466.0
45802,1997-07-31,157942.0
3431,2015-06-30,549964.0
29853,2001-01-31,232530.0
396846,2001-12-31,268494.0
25628,1997-10-31,152456.0
55039,2022-09-30,666162.0
207197,2022-04-30,586382.0
31244,2015-08-31,224915.0
52735,2005-02-28,170411.0
3311,2001-10-31,175666.0
44781,2006-01-31,204797.0
24449,2018-09-30,398145.0
45144,2015-01-31,263398.0
17292,2016-02-29,132767.0
28867,2003-05-31,122967.0
9804,2021-02-28,318542.0
36859,2015-03-31,176279.0
42358,2022-06-30,478596.0
30279,2011-06-30,102510.0
30903,2022-04-30,619669.0
20403,2015-12-31,274151.0
38902,2002-01-31,140739.0
20403,2020-10-31,341699.0
11110,2022-09-30,549136.0
206770,2012-09-30,291390.0
54754,2020-02-29,480180.0
13373,1996-08-31,143187.0
25628,2018-04-30,260869.0
44267,2008-09-30,414622.0
15981,2012-08-31,252754.0
8732,2018-12-31,165437.0
51636,2020-08-31,340162.0
38438,2010-10-31,234773.0
39161,2008-08-31,280428.0
30762,2007-07-31,272821.0
30498,2004-02-29,244317.0
207136,2013-10-31,54754.0
21304,2001-08-31,105518.0
36859,2016-06-30,193440.0
51151,2020-08-31,101640.0
44566,2000-02-29,194960.0
15596,2013-01-31,111139.0
13330,2014-03-31,328321.0
34749,2004-09-30,349808.0
3844,2012-12-31,210392.0
51675,2006-12-31,281857.0
44770,2012-12-31,158998.0
27974,2022-02-28,510067.0
24967,1997-06-30,149882.0
11013,2013-09-30,143709.0
14138,2013-10-31,318942.0
396843,2021-05-31,569115.0
6004,1999-12-31,166491.0
17292,2010-05-31,117876.0
44090,1998-05-31,215212.0
41871,2022-07-31,507741.0
30381,2008-11-30,284546.0
36026,2019-11-30,341585.0
8625,2015-04-30,183545.0
8732,2013-04-30,109768.0
13330,2013-11-30,318198.0
28349,2015-08-31,259946.0
207293,2016-01-31,175954.0
36026,2020-07-31,342599.0
34749,2019-09-30,568699.0
37973,2011-08-31,243933.0
15862,2021-09-30,162874.0
53278,2012-10-31,243691.0
5356,2017-08-31,232445.0
50962,1996-04-30,149676.0
32256,2007-12-31,133238.0
43521,2020-01-31,327340.0
4451,2004-02-29,236688.0
36401,2009-02-28,123447.0
27077,2003-07-31,138329.0
26450,2016-10-31,172419.0
44770,1998-01-31,134759.0
48521,1998-10-31,232805.0
44267,2009-09-30,368182.0
49580,1997-05-31,188173.0
33211,1998-07-31,83968.0
44770,2004-07-31,165418.0
32830,2022-08-31,295358.0
9307,2017-01-31,173173.0
49529,2001-05-31,119283.0
6749,2014-03-31,158356.0
29443,1996-03-31,100348.0
30275,1997-01-31,164928.0
32305,2016-12-31,198014.0
50284,2015-02-28,168109.0
15232,2012-01-31,112407.0
53810,2014-11-30,317132.0
23979,2008-05-31,173072.0
44267,1996-03-31,194110.0
43964,2007-11-30,247234.0
37973,2016-01-31,346399.0
14223,2007-04-30,118118.0
28349,2004-01-31,216948.0
33990,1996-06-30,93660.0
7223,2021-09-30,376646.0
33990,2012-05-31,144236.0
14929,2014-08-31,267805.0
207441,2014-02-28,348658.0
5357,2010-09-30,202161.0
8873,2010-07-31,323154.0
48622,2011-07-31,458816.0
31785,2019-03-31,341143.0
50065,2016-12-31,416852.0
57274,2000-03-31,126112.0
52041,2000-11-30,143912.0
48521,2011-11-30,292769.0
25456,2012-06-30,164439.0
33499,2020-02-29,251268.0
53210,2005-09-30,276382.0
56628,2005-09-30,224761.0
30762,2016-09-30,326852.0
7053,2022-04-30,678499.0
25708,2004-01-31,109353.0
34749,1999-01-31,272373.0
8732,2020-09-30,200805.0
55996,2017-07-31,222817.0
33200,2013-10-31,88297.0
8601,2015-10-31,144142.0
41055,2009-06-30,208741.0
13222,2020-07-31,539884.0
33499,2022-04-30,327229.0
9310,1997-08-31,97340.0
36861,1996-10-31,151523.0
36233,2021-10-31,411670.0
18271,2020-11-30,309486.0
48474,1996-07-31,99291.0
4451,2020-01-31,456624.0
16942,2007-04-30,214672.0
21733,2013-12-31,93440.0
12487,2008-07-31,215487.0
21304,2008-09-30,157929.0
54754,2011-11-30,279697.0
28349,2020-04-30,382375.0
50962,2007-02-28,390922.0
15028,2007-06-30,100106.0
8873,2019-08-31,481079.0
53210,2004-04-30,229303.0
21875,2020-09-30,167478.0
37793,2010-04-30,149634.0
38902,2010-09-30,175878.0
3311,2006-03-31,242256.0
33765,2019-09-30,175573.0
50962,1999-01-31,170246.0
43582,2013-10-31,145791.0
36954,2022-01-31,468563.0
30762,2015-03-31,279169.0
34749,2015-01-31,440900.0
26077,2008-11-30,322026.0
20403,2010-11-30,233391.0
4398,2002-11-30,150699.0
9966,1999-10-31,130567.0
38011,2017-09-30,175235.0
51669,2018-10-31,344840.0
19283,2010-02-28,80209.0
53278,1999-10-31,189119.0
12751,2006-07-31,261960.0
51777,1999-05-31,155994.0
52735,2019-05-31,307258.0
54754,2011-09-30,281632.0
9662,2000-01-31,194890.0
4675,2019-10-31,359455.0
22967,2005-08-31,293990.0
54928,2008-11-30,223750.0
28381,2013-12-31,237021.0
14057,2010-04-30,143402.0
29665,2009-11-30,57543.0
48622,2013-07-31,470242.0
14057,1998-06-30,96708.0
9804,2009-05-31,218742.0
27422,2015-07-31,227242.0
32830,2006-08-31,139162.0
37793,2002-07-31,98977.0
41108,1996-11-30,155222.0
34259,2022-08-31,377742.0
49580,2007-03-31,384555.0
6749,2015-07-31,182173.0
50247,2018-07-31,287904.0
18271,2018-02-28,259130.0
31784,2019-07-31,323670.0
3815,2013-08-31,219199.0
8238,1999-05-31,144858.0
50247,2005-03-31,189228.0
